symbol,baseAsset,quoteAsset,status
BSWUSDT,BSW,USDT,TRADING
BSWBUSD,BSW,BUSD,TRADING
BSWBNB,BSW,BNB,TRADING
APEBNB,APE,BNB,TRADING
GMTBRL,GMT,BRL,TRADING
GMTETH,GMT,ETH,TRADING
JASMYTRY,JASMY,TRY,TRADING
SANTOSBUSD,SANTOS,BUSD,TRADING
APEAUD,APE,AUD,TRADING
BIFIUSDT,BIFI,USDT,TRADING
GMTEUR,GMT,EUR,TRADING
IMXBNB,IMX,BNB,TRADING
RUNEETH,RUNE,ETH,TRADING
AVAXGBP,AVAX,GBP,TRADING
MULTIBTC,MULTI,BTC,TRADING
MULTIBUSD,MULTI,BUSD,TRADING
MULTIUSDT,MULTI,USDT,TRADING
APEETH,APE,ETH,TRADING
BSWETH,BSW,ETH,TRADING
FILTRY,FIL,TRY,TRADING
FTMEUR,FTM,EUR,TRADING
GMTGBP,GMT,GBP,TRADING
ZILTRY,ZIL,TRY,TRADING
GMTTRY,GMT,TRY,TRADING
WAVESTRY,WAVES,TRY,TRADING
BTCUST,BTC,UST,BREAK
ASTRBTC,ASTR,BTC,TRADING
ASTRETH,ASTR,ETH,TRADING
BSWTRY,BSW,TRY,TRADING
FTTETH,FTT,ETH,BREAK
FUNBNB,FUN,BNB,TRADING
PORTOBUSD,PORTO,BUSD,TRADING
STEEMUSDT,STEEM,USDT,TRADING
ZILEUR,ZIL,EUR,BREAK
APEBRL,APE,BRL,TRADING
AUDIOTRY,AUDIO,TRY,TRADING
BTTCBUSD,BTTC,BUSD,TRADING
GMTAUD,GMT,AUD,TRADING
MBLBUSD,MBL,BUSD,TRADING
MOBUSDT,MOB,USDT,TRADING
MOBBUSD,MOB,BUSD,TRADING
MOBBTC,MOB,BTC,TRADING
NEXOUSDT,NEXO,USDT,TRADING
NEXOBUSD,NEXO,BUSD,TRADING
NEXOBTC,NEXO,BTC,TRADING
REIUSDT,REI,USDT,TRADING
REIBNB,REI,BNB,TRADING
REIETH,REI,ETH,BREAK
GALUSDT,GAL,USDT,TRADING
GALBUSD,GAL,BUSD,TRADING
GALBNB,GAL,BNB,TRADING
GALBTC,GAL,BTC,TRADING
JASMYEUR,JASMY,EUR,TRADING
KNCBNB,KNC,BNB,TRADING
SHIBGBP,SHIB,GBP,TRADING
GALEUR,GAL,EUR,TRADING
GALTRY,GAL,TRY,TRADING
LDOBUSD,LDO,BUSD,TRADING
LDOUSDT,LDO,USDT,TRADING
LDOBTC,LDO,BTC,TRADING
ENSTRY,ENS,TRY,TRADING
DAREUR,DAR,EUR,TRADING
DARETH,DAR,ETH,TRADING
ALGOETH,ALGO,ETH,TRADING
ALGOTRY,ALGO,TRY,TRADING
GALETH,GAL,ETH,TRADING
EPXUSDT,EPX,USDT,TRADING
EPXBUSD,EPX,BUSD,TRADING
RUNETRY,RUNE,TRY,TRADING
GALBRL,GAL,BRL,TRADING
STEEMBUSD,STEEM,BUSD,TRADING
CVCBUSD,CVC,BUSD,TRADING
REIBUSD,REI,BUSD,TRADING
DREPBUSD,DREP,BUSD,TRADING
AKROBUSD,AKRO,BUSD,TRADING
PUNDIXBUSD,PUNDIX,BUSD,TRADING
LUNCBUSD,LUNC,BUSD,TRADING
USTCBUSD,USTC,BUSD,TRADING
OPBTC,OP,BTC,TRADING
OPBUSD,OP,BUSD,TRADING
OPUSDT,OP,USDT,TRADING
OGBUSD,OG,BUSD,TRADING
KEYBUSD,KEY,BUSD,TRADING
ASRBUSD,ASR,BUSD,TRADING
FIROBUSD,FIRO,BUSD,TRADING
NKNBUSD,NKN,BUSD,TRADING
OPBNB,OP,BNB,TRADING
OPEUR,OP,EUR,TRADING
GTOBUSD,GTO,BUSD,TRADING
SNXETH,SNX,ETH,TRADING
WBTCBUSD,WBTC,BUSD,TRADING
BELETH,BEL,ETH,TRADING
LITETH,LIT,ETH,TRADING
LEVERUSDT,LEVER,USDT,TRADING
LEVERBUSD,LEVER,BUSD,TRADING
BURGERETH,BURGER,ETH,TRADING
PEOPLEETH,PEOPLE,ETH,TRADING
UNFIETH,UNFI,ETH,TRADING
BONDETH,BOND,ETH,TRADING
STORJTRY,STORJ,TRY,TRADING
OPETH,OP,ETH,TRADING
ETCTRY,ETC,TRY,TRADING
WINGETH,WING,ETH,TRADING
FILETH,FIL,ETH,TRADING
GLMBUSD,GLM,BUSD,TRADING
SSVBUSD,SSV,BUSD,TRADING
STGBTC,STG,BTC,TRADING
STGBUSD,STG,BUSD,TRADING
STGUSDT,STG,USDT,TRADING
ANKRTRY,ANKR,TRY,TRADING
ARKBUSD,ARK,BUSD,TRADING
BETHBUSD,BETH,BUSD,TRADING
LOOMBUSD,LOOM,BUSD,TRADING
SNMBUSD,SNM,BUSD,TRADING
AMBBUSD,AMB,BUSD,TRADING
LUNCUSDT,LUNC,USDT,TRADING
PHBBUSD,PHB,BUSD,TRADING
GASBUSD,GAS,BUSD,TRADING
NEBLBUSD,NEBL,BUSD,TRADING
PROSBUSD,PROS,BUSD,TRADING
VIBBUSD,VIB,BUSD,TRADING
GMXBTC,GMX,BTC,TRADING
GMXBUSD,GMX,BUSD,TRADING
GMXUSDT,GMX,USDT,TRADING
AGIXBUSD,AGIX,BUSD,TRADING
NEBLUSDT,NEBL,USDT,TRADING
SNTBUSD,SNT,BUSD,TRADING
POLYXBTC,POLYX,BTC,TRADING
POLYXBUSD,POLYX,BUSD,TRADING
POLYXUSDT,POLYX,USDT,TRADING
APTBTC,APT,BTC,TRADING
APTUSDT,APT,USDT,TRADING
APTBUSD,APT,BUSD,TRADING
BTCPLN,BTC,PLN,TRADING
ETHPLN,ETH,PLN,TRADING
BUSDPLN,BUSD,PLN,TRADING
APTEUR,APT,EUR,TRADING
APTTRY,APT,TRY,TRADING
APTBRL,APT,BRL,TRADING
QKCBUSD,QKC,BUSD,TRADING
OSMOBTC,OSMO,BTC,TRADING
OSMOUSDT,OSMO,USDT,TRADING
OSMOBUSD,OSMO,BUSD,TRADING
HFTBTC,HFT,BTC,TRADING
HFTBUSD,HFT,BUSD,TRADING
HFTUSDT,HFT,USDT,TRADING
ARPAETH,ARPA,ETH,TRADING
PHBUSDT,PHB,USDT,TRADING
VITEBUSD,VITE,BUSD,TRADING
HOOKBTC,HOOK,BTC,TRADING
HOOKUSDT,HOOK,USDT,TRADING
HOOKBUSD,HOOK,BUSD,TRADING
HOOKBNB,HOOK,BNB,TRADING
MAGICBTC,MAGIC,BTC,TRADING
MAGICBUSD,MAGIC,BUSD,TRADING
MAGICUSDT,MAGIC,USDT,TRADING
BUSDRON,BUSD,RON,TRADING
